CO-BRANCH;OFFICE;PRODUCT;GROUP;Jan-25;Feb-25;Mar-25;Apr-25;Mei-25;Jun-25;Jul-25;Agu-25;Sep-25;Okt-25;Nov-25;Des-25;Jan-26;Feb-26;Mar-26;Apr-26;Mei-26;Jun-26;Jul-26;Agu-26;Sep-26
221 - PEKANBARU;221 - PEKANBARU;Auto_Loan;Consumer;288806987,6;282619965,2;276355605;276355605;263590992,3;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
221 - PEKANBARU;221 - PEKANBARU;Cicil_Emas;Consumer;34.178.235;2.576.045.203;2.887.271.067;3.916.164.531;4.420.377.159;4.292.570.945;4.655.873.244;6.532.682.858;6.783.282.513;7.614.024.381;8.230.166.259;10.213.933.631;12.525.209.791;14042485858;15298518907;15307557614;16754073132;16145355404;18674381042;18850620464;18906259943
221 - PEKANBARU;221 - PEKANBARU;KPR;Consumer;31956409385;31379542930;30827328745;30196448170;29558277691;29144542229;28526914507;27952763978;27376704972;26691756997;26328497540;25588487461;25053237882;24375424259;23984473140;23.642.078.958;23600216010;23026874847;22442642788;21901780217;21733526881
221 - PEKANBARU;221 - PEKANBARU;Multiguna;Consumer;5381571898;5254792335;5875724510;5896033593;5825665386;6486407638;6563561617;6652849081;6554651867;6478572466;6586500787;6689348137;6549290908;6468589999;6334635864;6187788390;6068193126;6036388001;5980182262;5978036173;5969019462
221 - PEKANBARU;221 - PEKANBARU;Prohajj;Consumer;931159478,9;875513672,6;838511846,3;804063809,9;753048808,9;712370925;676388114,9;642197329,3;608866314,2;577546416,5;533742267,9;500715639;469646244,8;441867546,3;410726861,2;600375371,6;555221596,7;511712643,5;467556102,9;425013207,4;422242855
221 - PEKANBARU;221 - PEKANBARU;SME;SME;59106620621;57144488851;55155993461;53189886337;62310742128;60353734282;59365050235;58371841260;56147078206;55145555429;54116425412;58082514716;62553274738;61391388533;60374445963;59554813617;58522372305;58131049528;57785966519;60440126418;66517615035
221 - PEKANBARU;227 - KCP KAMPAR;Auto_Loan;Consumer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
221 - PEKANBARU;227 - KCP KAMPAR;Cicil_Emas;Consumer;7824513;158124808,9;748469561,3;1733430788;2073145894;2310279927;2449048317;2950805447;3163704648;3875860260;4434532189;5691175267;10395420421;10.291.289.096;10775107233;11215923011;11154501279;11213413738;11384122499;11488483895;11476723168
221 - PEKANBARU;227 - KCP KAMPAR;KPR;Consumer;294619696,7;285632536,8;276555028,4;267386261,1;258125789,3;250777430,1;243353410,6;235852950,1;230463724,5;225018361,3;219516275,4;213956876,2;208339566,6;202663743,3;196928796,9;191134111,5;185279064,7;179363027,9;173385365,7;167345436,1;167345436
221 - PEKANBARU;227 - KCP KAMPAR;Multiguna;Consumer;623119773,5;740900829,6;825379548,3;1205593703;1581406324;2034479120;2400971098;2749525422;2853535654;3228894113;3283412413;3508974164;3647066672;3804890711;3820835227;3843874940;3891140148;3929572631;4006509107;4055160973;4212138528
221 - PEKANBARU;227 - KCP KAMPAR;Prohajj;Consumer;896953923,2;971378413,4;934989294,6;897818976;998425243,8;958300744,7;917589300,6;986282050,8;1083528911;1134624552;1376750374;1751511327;1842134256;1860608571;1788148162;1835786831;1779159059;2492334024;2424723135;2356227133;2328918461
221 - PEKANBARU;227 - KCP KAMPAR;SME;SME;1858440284;1780841566;1640616995;1623589841;1610305683;1596899755;1571585887;1557933057;1544155075;1514074437;1495914095;1477590758;1463300595;1444681804;1430128454;1406941304;1383477404;1368520157;1349050508;1329406070;1329406070
211 - MEDAN BALAIKOTA;230 - KCP SERDANG;Auto_Loan;Consumer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
211 - MEDAN BALAIKOTA;230 - KCP SERDANG;Cicil_Emas;Consumer;29418380,65;701447333,7;658152602,4;649758021,1;611401903,8;595882892;569483124,5;573389262,1;580300883,3;2165424908;2103402228;2620500750;3155409776;4559765161;5258753121;5092266831;5527399451;5795643190;6076969509;5905299177;6048947607
211 - MEDAN BALAIKOTA;230 - KCP SERDANG;KPR;Consumer;1436131455;1418403980;1402592331;1386614217;1372581552;1356287351;1339821258;1320999467;1301932100;1286001631;1269901990;1253631250;1237187459;1220269219;1203166110;1185875918;1168731795;1151399096;1133875446;1116158431;1113516203
211 - MEDAN BALAIKOTA;230 - KCP SERDANG;Multiguna;Consumer;2673829850;2625429834;2576496304;2527023294;2477004766;2426434616;2375306670;2302374642;2253090176;2203247584;2152840526;2101862587;2050307282;1998168050;1945438257;1892111192;1838180068;1783638021;1728478108;1672693307;1667347370
211 - MEDAN BALAIKOTA;230 - KCP SERDANG;Prohajj;Consumer;622745203,4;604247515,5;582666446,5;562134372,2;542171119,1;522370702;501256586,9;481307361,7;459503019,4;437855635,3;403737520,8;380528033,8;362322159,4;343796161;319489442,9;295891142,6;275555653,1;253476745,2;230391482,7;210649590,9;207790801
211 - MEDAN BALAIKOTA;230 - KCP SERDANG;SME;SME;1232830608;1203884069;1366442845;1328851966;674792054,8;666332063,4;657843237,5;649325478,9;640778688,9;632202768,6;123597618,7;114963139,6;106299231,3;97605793,49;6588882726;6546540674;6503916870;6461009323;6861540111;6824328621;6789460735
211 - MEDAN BALAIKOTA;231 - PADANGSIDIMPUAN;Auto_Loan;Consumer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
211 - MEDAN BALAIKOTA;231 - PADANGSIDIMPUAN;Cicil_Emas;Consumer;15438500;170825348,6;278705407,1;530106523,5;1109947829;1205691740;1305092690;1387064991;1424235845;2079099696;2872882563;3104397361;3516496454;3618492133;4355503431;4918690383;4913989638;5458202239;5946715024;5794105150;5752024074
211 - MEDAN BALAIKOTA;231 - PADANGSIDIMPUAN;KPR;Consumer;1175533142;1062202265;1033912007;1002982006;974012995;944710688,3;915071208,9;885091675,4;859194398,2;832996015,8;806492985,2;779681721,5;563492564;547822705;530388618,3;515684393,4;497866262;481336171,8;466138466,1;447728114,3;443326205
211 - MEDAN BALAIKOTA;231 - PADANGSIDIMPUAN;Multiguna;Consumer;7271910690;7330131457;7487483066;7532392087;7609688447;7560068165;7506835889;8059966527;8136645962;8208270135;8079260370;8442301409;8587946716;8764503211;8601343898;8589458607;8540455926;8438642182;8387701222;8217320776;8102155907
211 - MEDAN BALAIKOTA;231 - PADANGSIDIMPUAN;Prohajj;Consumer;1939369637;1865309033;1804558510;1739639428;1669171428;1593640508;1530764304;1455191527;1392994475;1295870947;1237878116;1175067107;1163555450;1096383058;1027405966;961331299,1;893134699;815816588;744980838,6;674627298,5;657558158
211 - MEDAN BALAIKOTA;231 - PADANGSIDIMPUAN;SME;SME;779630166,6;755939788,3;733095317,1;707892795,7;686179282,2;658940218,8;329660716,8;306208990,8;283643598,5;261989727,8;237851848,5;214620142,3;203834792,2;192996743,9;180946255,7;178027560,1;175095403,8;173338395;171577652,6;169813168,6;169813169
211 - MEDAN BALAIKOTA;233 - KCP PANYABUNGAN;Auto_Loan;Consumer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
211 - MEDAN BALAIKOTA;233 - KCP PANYABUNGAN;Cicil_Emas;Consumer;77840117;95630787,91;92457522,39;130008513;124616061,6;119181187,3;113703555,3;384681628,3;412292315,9;799185108,7;2314554817;2279312832;2464918240;2954470684;2852219627;3215650199;3164542963;3188911783;3019834756;2557314341;2553843907
211 - MEDAN BALAIKOTA;233 - KCP PANYABUNGAN;KPR;Consumer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
211 - MEDAN BALAIKOTA;233 - KCP PANYABUNGAN;Multiguna;Consumer;825498584,5;909611389,5;925579472;900663546,4;1048052412;1021403976;994489832,8;994350027,9;966805894,9;938988612,9;935595435,8;906316890;876747050,4;950237890,8;918851687,2;887750015,6;879581696,5;1025314976;993923297,4;1035515296;1025617615
211 - MEDAN BALAIKOTA;233 - KCP PANYABUNGAN;Prohajj;Consumer;265548374,2;258157511,7;250157593,3;242124862,9;234747359,3;227136483,2;218720431,7;211321042,4;202641571,6;196541436,1;190839101,3;168628041,7;162221227,4;150457060,6;144390896,2;138603415,3;132341428,7;126778379,3;120320912,1;113756796,3;113242103
211 - MEDAN BALAIKOTA;233 - KCP PANYABUNGAN;SME;SME;1338817074;1252391267;1165569342;1078349482;990729865,1;902708658,2;814284020,7;725454103,6;636217049,3;546570992;456514056,8;366044360,7;275160011,9;183859109,7;92139745,11;0;0;0;0;0;0
241 - BANDA ACEH;241 - BANDA ACEH;Auto_Loan;Consumer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
241 - BANDA ACEH;241 - BANDA ACEH;Cicil_Emas;Consumer;40748620;114016581;139393268,7;153098278,3;256673542,5;288109437,7;289779673,6;319689565;384550248,7;544444878,6;650499835,1;793321141,5;1362722781;1746722271;1841211422;1882892171;1839333078;1909892081;1931648092;2034175226;2046640776
241 - BANDA ACEH;241 - BANDA ACEH;KPR;Consumer;16708114384;16407352253;16404410824;16064963040;15731890357;15033806921;14731399079;14414002311;14102453921;13521355726;13249742941;13312139584;13036914286;12769093547;12470948160;12195376758;11838080590;11553315536;11274694118;11003651757;10853784561
241 - BANDA ACEH;241 - BANDA ACEH;Multiguna;Consumer;684037051,7;663484996,9;641889713,5;620912580,6;599723816,7;578321139,9;560677428,8;542856566;549856752,4;531068677,6;512093442,4;493621331,2;475761516,1;444621686,8;426181464,9;409249977,3;388851018,4;374317318,3;362112024,2;349480055,6;343257491
241 - BANDA ACEH;241 - BANDA ACEH;Prohajj;Consumer;440281562,4;421796772,2;402274407,9;383303602,9;365077918;346903702,9;326899855;310734315;295640846,6;278625834,9;238107044,1;223288787,9;196227978,3;180054373,2;164530379,7;148316381,2;133370301,3;116183918,9;101276021;169401024,7;161627252
241 - BANDA ACEH;241 - BANDA ACEH;SME;SME;1291875255;1277386243;1261930735;1245557690;1234082635;1221668382;960025996,2;950981934,2;939022279,5;908908939,8;897677945,6;756690810,8;748780349;740800121,2;731501080,3;722101846,5;712601334,6;702998447,5;693292076,2;683481099,5;683481099
482 - MEDAN BARU;251 - PEMATANG SIANTAR;Auto_Loan;Consumer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
482 - MEDAN BARU;251 - PEMATANG SIANTAR;Cicil_Emas;Consumer;15603913;144384206,6;146717546,4;192952567,2;177889068,9;341203795,2;325137613;323794594,2;346059904,4;600471834,1;696104054,7;750605091,8;974162554,5;1473360835;1733602639;2427309990;2438978793;2469783750;2525072222;2715999628;2768891509
482 - MEDAN BARU;251 - PEMATANG SIANTAR;KPR;Consumer;2861503070;2805688416;2752903820;2690348151;2635940393;2575591305;2518071090;2466310417;2414922408;2141757108;2084662871;2030836735;1976972082;1922556272;1870364932;1823134916;1781217501;1728264949;1692595859;1494759256;1484986974
482 - MEDAN BARU;251 - PEMATANG SIANTAR;Multiguna;Consumer;1105820725;1077759312;1050480456;1022940836;995137692,4;968162449,8;938729631,2;891619378;863235093,2;836840045,7;799063429,5;776062202,2;752823870,9;729345744,9;699253637;676538856,8;653587473,1;630396761,7;606963963,6;585224997,4;585224997
482 - MEDAN BARU;251 - PEMATANG SIANTAR;Prohajj;Consumer;193122912,1;187667800,5;182119493,7;172917642,9;167178099,1;161340457,1;155403025,6;149364083,4;143221879,7;136974633;130620530,7;124157728,8;117584351;110898488,2;104098198,3;97181504,9;90146397,49;82990830,27;75712721,76;68850163,7;65928317
482 - MEDAN BARU;251 - PEMATANG SIANTAR;SME;SME;8645172187;8554569016;8463101398;8370760894;8277538986;8183427066;8088416445;7992498346;7895663903;7797904166;7699210091;7599572550;7500626424;7400739530;7353737275;7198106825;7095342479;6991600295;6886870775;6781144330;6781144330
482 - MEDAN BARU;252 - KCP KISARAN;Auto_Loan;Consumer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
482 - MEDAN BARU;252 - KCP KISARAN;Cicil_Emas;Consumer;12587391;228537253,5;283754026;492051235,9;590131741,4;606685392,7;576856065,9;562172656;550681027,4;775429844,8;1240870958;1425254583;1409067959;1239928208;2155402666;2361023089;2521912944;2658497183;2743901322;2567082818;2505829046
482 - MEDAN BARU;252 - KCP KISARAN;KPR;Consumer;747928248,7;734656061,7;722731040,2;709188901,6;693981563,8;680816654,3;664566452;650402843,3;637688832,3;623237128,4;608630742,2;593868005,3;580598958,4;563866715,6;551007825,7;537348717,1;525246711,7;509588569,4;497223896,9;479452493,5;476359878
482 - MEDAN BARU;252 - KCP KISARAN;Multiguna;Consumer;633121172,6;613270124,4;534300925,5;507880399,5;541110589;523047615,8;1505567358;4197443686;6005472796;7044059336;7466964203;8431309749;8679112757;9126745658;8938721418;8754905120;8467116430;8412159634;8436239374;8309280406;8222908962
482 - MEDAN BARU;252 - KCP KISARAN;Prohajj;Consumer;555137629,5;537591566,7;519776265;502549971,6;482951580;464296263,7;446980270,5;429391986,2;688255920,1;665240798,5;781887280,7;825951286,9;798532377,2;770725427,9;728963831;678792696,7;3141263764;6241683788;7190246013;7428217363;7843964126
482 - MEDAN BARU;252 - KCP KISARAN;SME;SME;73083128,99;68220612,89;63305419,53;58336978,24;53314712,17;48238038,22;43106366,97;37919102,61;32675642,89;1027375379;982505372,8;937396226,9;892046482,4;846454670;801558709,1;760192933;2469581494;678783920,2;637799357;596626947,9;596626948
241 - BANDA ACEH;261 - LANGSA;Auto_Loan;Consumer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
241 - BANDA ACEH;261 - LANGSA;Cicil_Emas;Consumer;0;0;6548331;5497306,91;4965875,49;42434833,34;40444213,29;91030663,59;118712429,2;345542146,7;554232623,4;553130163,2;785106555,5;739304863,2;917658750,2;981436779;1331047788;1859581018;1848473981;1889800967;1963352702
241 - BANDA ACEH;261 - LANGSA;KPR;Consumer;2335621740;2282866897;2228974406;2180711641;2143696033;2095001921;2055424037;2014796032;1969644757;1933414091;1913176974;1878855506;1838155747;1804432997;1771907495;1737385669;1707841294;1664572533;1556624432;1530713247;1519915885
241 - BANDA ACEH;261 - LANGSA;Multiguna;Consumer;195.120.297;186.088.797;177.311.206;200.342.502;193.671.976;188.855.218;212.074.062;219.509.190;211.304.795;203.022.601;194.661.841;349.787.836;343261002;334906793,7;326799621,6;317742538,1;308883389,7;298150861,8;291569375,7;284641524,5;280670061
241 - BANDA ACEH;261 - LANGSA;Prohajj;Consumer;521707508,2;500942651,2;479026193;459332482,8;440257722,7;421929934,8;404451355,7;385752570,8;367045734,8;347936093;460225095,3;441753204,9;421394132,3;402338220,6;382588077,9;363609894,9;344330091,9;324743823,5;303756912;285050653,9;281091786
241 - BANDA ACEH;261 - LANGSA;SME;SME;1183182452;1172759829;1162382650;1156238191;1145414547;1129714357;1123310423;1112025644;1100582802;1095410347;1090411876;1080108074;1080062019;1080015658;1079968987;1079922005;1079874710;1079827099;1079779172;1079730924;1079730924
241 - BANDA ACEH;262 - KCP LHOKSEUMAWE;Auto_Loan;Consumer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
241 - BANDA ACEH;262 - KCP LHOKSEUMAWE;Cicil_Emas;Consumer;7829525;302131690;945330063,6;1438957950;1693242560;1870208134;1677241568;2047693165;2407264465;2881360631;3682296839;4631054017;5776760707;6441978056;7310073877;8356321782;8700654735;9392024284;9818249413;10048922000;9925497027
241 - BANDA ACEH;262 - KCP LHOKSEUMAWE;KPR;Consumer;212748436,8;210438529,2;196745853,2;193586777,5;185359294,9;177005741,2;163241946,2;160739259,5;152005959,3;145715337,6;142252197,1;138743283,2;135187988,7;132476369,2;127935787,6;124237625,5;120490571,2;116693975,9;112847182;108949523,3;107687485
241 - BANDA ACEH;262 - KCP LHOKSEUMAWE;Multiguna;Consumer;1.064.740.784;1.061.348.213;1.077.560.534;1.040.547.437;1.137.509.492;1.099.695.484;1.057.000.883;1.071.845.384;1.058.655.036;1.023.358.092;990.505.113;980.909.002;940801031,9;935.581.304;889879898,6;849666640,7;827046234,6;813687570,5;778276597,7;775714889,9;755919443
241 - BANDA ACEH;262 - KCP LHOKSEUMAWE;Prohajj;Consumer;639299239,3;619901445,6;596049267,7;577716105,4;556787423,3;541335615,2;520761122,1;504394323,6;485212717,7;457548007,3;434734455,2;414671565,9;395309323,7;376455322,6;357206552,5;477702062,4;457251081;578603737,4;555283067,1;530491122,1;657747551
241 - BANDA ACEH;262 - KCP LHOKSEUMAWE;SME;SME;8698587203;8428156547;8155771515;7881417901;8398479692;8224185460;8058655308;7872015863;6172942945;6105674830;6038020902;5969978882;5901546479;5832721386;5763501283;5693883836;5623866696;5553447503;5482623878;5411393432;5411393432
351 - LAMPUNG;351 - LAMPUNG;Auto_Loan;Consumer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
351 - LAMPUNG;351 - LAMPUNG;Cicil_Emas;Consumer;62154199;333995499,8;553651957,8;1342367634;1728160350;2240468430;2352102358;3218951477;3486671436;5348811007;7184328751;10988037114;12777314864;13457945907;12974024961;12735475820;12207465241;12353648369;12216218889;13831177964;16277191889
351 - LAMPUNG;351 - LAMPUNG;KPR;Consumer;13739642136;13477567879;13144052579;12875803511;12614509811;12859291478;12588501999;12413180296;12059341644;12079495812;11714671520;11454861095;11.319.701.887;11087953100;10837168782;10593539754;10329313760;9883519215;9650402094;10510733436;10445946763
351 - LAMPUNG;351 - LAMPUNG;Multiguna;Consumer;7200279573;7329273256;7630770905;7567104035;7790788292;7681482712;7647513854;7690668758;7740161011;7659423653;7523684657;7788926975;7847009750;7711968076;7545402040;7398293504;7257579381;7114894843;6972810288;6834471818;6930456510
351 - LAMPUNG;351 - LAMPUNG;Prohajj;Consumer;1575222394;1516250527;1459738373;1401272516;1344329608;1292261734;1242132115;1192378966;1138069812;1020170139;974564259,9;926141278,4;880250547,3;833368390,8;778941232,5;715745865;668033082,5;762100723,6;783499020,6;726221354,4;706770388
351 - LAMPUNG;351 - LAMPUNG;SME;SME;22752350576;22476824098;23899620020;23575701464;23248952093;28920348059;28479457120;27542297734;31279942010;37356615114;56848281788;60075488980;59296655347;58515713507;57664805944;56877625700;56086266946;51322345037;50884807407;49998134374;49985499407
351 - LAMPUNG;352 - KCP BANDAR JAYA;Auto_Loan;Consumer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
351 - LAMPUNG;352 - KCP BANDAR JAYA;Cicil_Emas;Consumer;40.733.584;120.175.678;238.736.518;402.427.840;505.393.298;3.810.782.831;3.917.290.946;4.187.835.288;5.021.615.124;6.965.389.798;10.621.560.846;10.706.663.198;14.837.274.276;15.897.939.896;15.910.170.114;15645506809;15374164616;15145006121;14851561924;14476474370;14356642651
351 - LAMPUNG;352 - KCP BANDAR JAYA;KPR;Consumer;313068106,5;304257854,3;295361971,1;286379553,5;277309687,5;268322043,1;260142105,3;251877897,1;243528490,5;235149951,6;226682657,8;218125584,3;209477693,4;200737934,2;191946758,4;183076860,5;174127540,2;165098086,7;155987799,4;146795969,3;145056059
351 - LAMPUNG;352 - KCP BANDAR JAYA;Multiguna;Consumer;489615993,8;477031284,2;463518527,3;450395809,1;437841158,1;423942612,7;519705500,2;504108795,4;488360534,6;471811518,9;457065347;439532924,9;425488331,2;413094713,2;397854181,8;382955807,5;370417808,8;356843545,3;345350299,2;333258490,9;328885449
351 - LAMPUNG;352 - KCP BANDAR JAYA;Prohajj;Consumer;467390640,8;453035492,2;439247374;423754007,5;409672709,2;394407638,4;362634585,6;346516288;330138417,5;313496740,7;297110016,5;279936251,5;262850263,3;245240248,3;228995591;213444005;197026078,6;181312650,1;165350160,7;226134621,2;219994684
351 - LAMPUNG;352 - KCP BANDAR JAYA;SME;SME;1736642571;1721975263;1707191117;1692289158;1677268402;1662127855;1646866518;1631483379;1615977421;1600347617;1584592929;1568712313;1552704716;1536569072;1520304311;1503909350;1487383098;1470724454;1453932309;1437005542;1434752023
351 - LAMPUNG;353 - KCP METRO LAMPUNG;Auto_Loan;Consumer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
351 - LAMPUNG;353 - KCP METRO LAMPUNG;Cicil_Emas;Consumer;70161569;150945377,7;204985854,9;459763315,1;1062161670;1043698835;1052100716;1357601912;1877410651;2317548233;2856224237;4465331124;5425488774;6436622716;7141926921;7179194582;6997159586;6990260815;7044267785;6858400813;6735167078
351 - LAMPUNG;353 - KCP METRO LAMPUNG;KPR;Consumer;866034375,8;845535255,4;826680314,5;756991927,5;737589732,9;721232811,4;699900167,1;682087473,7;660296912,1;641333199,6;624158698,3;601802804,5;584335240,6;564912505,4;546920392,7;527662428,4;511819396;497456128,1;484937236,3;471268468,7;465688474
351 - LAMPUNG;353 - KCP METRO LAMPUNG;Multiguna;Consumer;127021849,7;652910609,8;1062382953;1351231763;1436101784;2004378393;2050886074;2023456591;2577016461;3048270680;3924101826;4483380432;4627971745;4868130817;4844285624;4962215271;4929278774;4873364892;4835349280;4798788354;4777729837
351 - LAMPUNG;353 - KCP METRO LAMPUNG;Prohajj;Consumer;631675988,5;595709252,2;563479303,9;536962724,2;509394570,7;481142387,5;437904122;411887059,2;389266508,8;363305586,5;343739144,3;325052787,9;307491916,5;294614858,6;279198453,4;263096331,8;249843325,5;232257543,7;217026955,7;202137952,3;198309536
351 - LAMPUNG;353 - KCP METRO LAMPUNG;SME;SME;32137590787;30288616213;29937991535;29590881210;29237029027;28887725545;28543132316;28184416462;27835750285;27486943557;27135750006;26786658299;26437422140;26086892382;25733815478;25382947591;25036381625;24687276833;24343076247;23999428317;23999428317
351 - LAMPUNG;355 - KCP ZA PAGAR ALAM LAMPUNG;Auto_Loan;Consumer;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
351 - LAMPUNG;355 - KCP ZA PAGAR ALAM LAMPUNG;Cicil_Emas;Consumer;6249325;244032272,7;378887626,6;558809164;695222253,5;860693076,2;835807325,3;998495822,8;1143534866;2575648756;3257485746;4879957776;6364522117;7320863626;8677692915;8655593647;8236797943;8230040584;7806954694;7541962509;7350645998
